FEN,BestMove,PieceCount,ThreatCount,PawnStructure,Score
rnbq1bnr/3p1Q1p/pppk1p2/4pPp1/1PB1P3/P1N2N2/2PP2PP/R1B1K2R,e1g1,32,1,0,500
1nbq1bnr/r2p1Q1p/pppk1p2/4pPp1/1PB1P3/P1N2N2/2PP2PP/R1B2RK1,d2d3,32,1,0,525
1nbq1bnr/r2p1Q1p/1ppk1p2/p3pPp1/1PB1P3/P1NP1N2/2P3PP/R1B2RK1,b4a5,32,1,0,565
1nbq1bnr/r2p1Q1p/1pp2p2/P1k1pPp1/2B1P3/P1NP1N2/2P3PP/R1B2RK1,c1e3,31,2,0,695
1nbq1bnr/r2p1Q1p/1ppk1p2/P3pPp1/2B1P3/P1NPBN2/2P3PP/R4RK1,e3b6,31,1,0,965
1nbq1bnr/r2p1Q2/1Bpk1p2/P3pPpp/2B1P3/P1NP1N2/2P3PP/R4RK1,b6a7,30,1,0,1160
1nbq1bn1/B2p1Q1r/2pk1p2/P3pPpp/2B1P3/P1NP1N2/2P3PP/R4RK1,a7b8,29,1,0,1740
1Bbq1bn1/3p1Q1r/2p2p2/P1k1pPpp/2B1P3/P1NP1N2/2P3PP/R4RK1,c3a4,28,1,0,9999
rnbqkbnr/p2ppppp/8/1pp1P3/5P2/N7/PPPP2PP/R1BQKBNR,d1f3,32,1,0,170
rnbqkbnr/p2pp1pp/5p2/1pp1P3/5P2/N4Q2/PPPP2PP/R1B1KBNR,f1b5,32,1,0,490
rnbqkbnr/p2pp2p/5pp1/1Bp1P3/5P2/N4Q2/PPPP2PP/R1B1K1NR,e5f6,31,1,1,590
rnbqkbnr/p2pp3/5Pp1/1Bp4p/5P2/N4Q2/PPPP2PP/R1B1K1NR,f6f7,30,1,1,670
rnbq1bnr/p2ppk2/6p1/1Bp4p/5P2/N4Q2/PPPP2PP/R1B1K1NR,f3d5,29,0,1,650
rnbq1bnr/p2pp3/5kp1/1BpQ3p/5P2/N7/PPPP2PP/R1B1K1NR,d5e5,29,2,0,670
rnbq1bnr/p2ppk2/6p1/1Bp1Q2p/5P2/N7/PPPP2PP/R1B1K1NR,e5d5,29,0,0,650
rnbq1bnr/p2pp3/5kp1/1BpQ3p/5P2/N7/PPPP2PP/R1B1K1NR,d5e5,29,2,0,670
rnbqkbnr/p2p2pp/1pp5/4p3/P1P2p2/1P3P1N/3PP1PP/RNBQKB1R,b1c3,32,1,0,35
rnbqkbnr/p2p3p/1pp3p1/4p3/P1P2p2/1PN2P1N/3PP1PP/R1BQKB1R,d2d4,32,1,0,90
rnbqkbnr/p2p4/1pp3p1/4p2p/P1PP1p2/1PN2P1N/4P1PP/R1BQKB1R,d4e5,32,1,0,220
rnbqkbn1/p2p3r/1pp3p1/4P2p/P1P2p2/1PN2P1N/4P1PP/R1BQKB1R,c1f4,31,1,0,355
rnbqkbn1/3p3r/1pp3p1/p3P2p/P1P2B2/1PN2P1N/4P1PP/R2QKB1R,e2e3,30,1,0,380
1nbqkbn1/r2p3r/1pp3p1/p3P2p/P1P2B2/1PN1PP1N/6PP/R2QKB1R,f1d3,30,1,0,405
1nbqk1n1/r2p3r/1pp3pb/p3P2p/P1P2B2/1PNBPP1N/6PP/R2QK2R,d3g6,30,1,0,935
1nbq2n1/r2pk2r/1pp3Bb/p3P2p/P1P2B2/1PN1PP1N/6PP/R2QK2R,d1d6,29,3,0,9999
rn1qkbnr/pp2pppp/2pp4/1B6/6b1/2N1P3/PPPP1PPP/R1BQK1NR,b5c6,32,1,1,115
rn1qkbnr/pp1bpppp/2Bp4/8/8/2N1P3/PPPP1PPP/R1BQK1NR,c6d5,31,2,0,220
rn1qkbnr/pp1bp1pp/3p1p2/3B4/8/2N1P3/PPPP1PPP/R1BQK1NR,d5b7,31,2,0,720
rn1qkbnr/pB1bp2p/3p1pp1/8/8/2N1P3/PPPP1PPP/R1BQK1NR,g1f3,30,2,0,785
rnbqkbnr/pB2p2p/3p1pp1/8/8/2N1PN2/PPPP1PPP/R1BQK2R,b7d5,30,1,0,650
rnbqkbnr/p3p3/3p1pp1/3B3p/8/2N1PN2/PPPP1PPP/R1BQK2R,d2d4,30,1,0,695
rnbqkbn1/p3p2r/3p1pp1/3B3p/3P4/2N1PN2/PPP2PPP/R1BQK2R,e1g1,30,1,0,730
rnbqkbn1/4p2r/3p1pp1/p2B3p/3P4/2N1PN2/PPP2PPP/R1BQ1RK1,e3e4,30,1,0,745
1nbqkbn1/r3p2r/3p1pp1/p2B3p/3PP3/2N2N2/PPP2PPP/R1BQ1RK1,c3b5,30,1,0,735
1nbqk1n1/r3p2r/3p1ppb/pN1B3p/3PP3/5N2/PPP2PPP/R1BQ1RK1,c1h6,30,1,0,920
1nbq2n1/r2kp2r/3p1ppB/pN1B3p/3PP3/5N2/PPP2PPP/R2Q1RK1,h6d2,29,4,0,1070
1nb2qn1/r2kp2r/3p1pp1/pN1B3p/3PP3/5N2/PPPB1PPP/R2Q1RK1,d2f4,29,3,0,1085
1nb3n1/r2kp2r/3p1ppq/pN1B3p/3PPB2/5N2/PPP2PPP/R2Q1RK1,d5e6,29,3,0,1375
1nb3n1/r3p2r/2kpBppq/pN5p/3PPB2/5N2/PPP2PPP/R2Q1RK1,d4d5,29,1,0,1405
1nb3n1/r3p2r/3pBppq/pNkP3p/4PB2/5N2/PPP2PPP/R2Q1RK1,d1d4,29,1,0,1415
1nb3n1/r3p2r/3pBppq/pk1P3p/3QPB2/5N2/PPP2PPP/R4RK1,d4d3,28,0,0,1405
1nb3n1/r3p2r/3pBppq/p2P3p/1k2PB2/3Q1N2/PPP2PPP/R4RK1,d3d4,28,1,0,1415
1nb3n1/r3p2r/3pBppq/pk1P3p/3QPB2/5N2/PPP2PPP/R4RK1,d4d3,28,0,0,1405
1nb3n1/r3p2r/3pBppq/p2P3p/1k2PB2/3Q1N2/PPP2PPP/R4RK1,d3d4,28,1,0,1415
rnb1kbnr/pp1qpppp/3p4/2p5/5P2/2NP4/PPP1P1PP/R1BQKBNR,c1e3,32,1,0,110
rnb1kbnr/pp1qp1pp/3p1p2/2p5/5P2/2NPB3/PPP1P1PP/R2QKBNR,g1f3,32,1,0,180
rnb1kbnr/pp1qp2p/3p1pp1/2p5/5P2/2NPBN2/PPP1P1PP/R2QKB1R,c3d5,32,1,0,205
rnb1kbnr/p2qp2p/1p1p1pp1/2pN4/5P2/3PBN2/PPP1P1PP/R2QKB1R,d1d2,32,1,0,225
rnb1kbnr/p3p2p/1p1p1pp1/2pN4/5P2/3PBN1q/PPPQP1PP/R3KB1R,d5c7,32,0,0,1055
rnbk1bnr/p1N1p2p/1p1p1pp1/2p5/5P2/3PBN1q/PPPQP1PP/R3KB1R,e3c5,32,0,0,700
rnbk1bnr/p1N1p3/1p1p1pp1/2B4p/5P2/3P1N1q/PPPQP1PP/R3KB1R,c5d6,31,0,0,810
rnbk1bn1/p1N1p2r/1p1B1pp1/7p/5P2/3P1N1q/PPPQP1PP/R3KB1R,d6e7,30,0,0,960
rnb2bn1/p1NkB2r/1p3pp1/7p/5P2/3P1N1q/PPPQP1PP/R3KB1R,e7f6,29,3,1,980
rnb2bn1/p1N4r/1p1k1Bp1/7p/5P2/3P1N1q/PPPQP1PP/R3KB1R,c7b5,28,1,1,1435
rnb2bn1/p6r/1p3Bp1/1N1k3p/5P2/3P1N1q/PPPQP1PP/R3KB1R,e2e4,28,0,1,1495
rnb2bn1/p6r/1p3Bp1/1Nk4p/4PP2/3P1N1q/PPPQ2PP/R3KB1R,d3d4,28,2,0,1515
rnb2bn1/p6r/1pk2Bp1/1N5p/3PPP2/5N1q/PPPQ2PP/R3KB1R,f3e5,28,1,0,1485
rnb2bn1/pk5r/1p3Bp1/1N2N2p/3PPP2/7q/PPPQ2PP/R3KB1R,b5d6,28,2,0,1140
rnb2bn1/p1k4r/1p1N1Bp1/4N2p/3PPP2/7q/PPPQ2PP/R3KB1R,d6b5,28,1,0,1485
rnb2bn1/pk5r/1p3Bp1/1N2N2p/3PPP2/7q/PPPQ2PP/R3KB1R,b5d6,28,2,0,1140
rnb2bn1/p1k4r/1p1N1Bp1/4N2p/3PPP2/7q/PPPQ2PP/R3KB1R,d6b5,28,1,0,1485
rnbqkbnr/pp1ppp1p/2p5/6p1/8/P1P5/1P1PPPPP/RNBQKBNR,d1b3,32,1,0,75
rnbqkbnr/pp1pp2p/2p2p2/6p1/8/PQP5/1P1PPPPP/RNB1KBNR,g1f3,32,1,0,170
rnbqkbnr/p2pp2p/1pp2p2/6p1/8/PQP2N2/1P1PPPPP/RNB1KB1R,e2e4,32,1,0,225
rnbqkbnr/p2pp3/1pp2p2/6pp/4P3/PQP2N2/1P1P1PPP/RNB1KB1R,d2d4,32,1,0,275
rnbqkbn1/p2pp2r/1pp2p2/6pp/3PP3/PQP2N2/1P3PPP/RNB1KB1R,b1d2,32,1,0,320
rnbqkbn1/3pp2r/1pp2p2/p5pp/3PP3/PQP2N2/1P1N1PPP/R1B1KB1R,f1c4,32,1,0,345
1nbqkbn1/r2pp2r/1pp2p2/p5pp/2BPP3/PQP2N2/1P1N1PPP/R1B1K2R,c4f7,32,1,0,420
1nbqkbn1/r2ppr2/1pp2p2/p5pp/3PP3/PQP2N2/1P1N1PPP/R1B1K2R,f3e5,31,1,0,60
1nbqkbn1/r2pp2r/1pp2p2/p3N1pp/3PP3/PQP5/1P1N1PPP/R1B1K2R,e5g6,31,1,0,170
1nbqk1n1/r2pp2r/1pp2pNb/p5pp/3PP3/PQP5/1P1N1PPP/R1B1K2R,b3g8,31,1,0,680
1nbqkbQ1/r2pp2r/1pp2pN1/p5pp/3PP3/P1P5/1P1N1PPP/R1B1K2R,g8f8,30,1,0,9999
1rbqkbnr/ppppp1pp/8/1n3p2/7P/P1P1P3/1P1P1PPR/RNBQKBN1,d1h5,32,1,0,310
1rbqkbnr/ppppp2p/6p1/1n3p1Q/7P/P1P1P3/1P1P1PPR/RNB1KBN1,h5f3,32,1,1,75
1rbqkbnr/pp1pp2p/2p3p1/1n3p2/7P/P1P1PQ2/1P1P1PPR/RNB1KBN1,f3f4,32,1,0,300
1rbqkbnr/p2pp2p/1pp3p1/1n3p2/5Q1P/P1P1P3/1P1P1PPR/RNB1KBN1,f1b5,32,1,0,435
1rbqkbnr/p2pp3/1pp3p1/1B3p1p/5Q1P/P1P1P3/1P1P1PPR/RNB1K1N1,b5c4,31,1,0,585
1rbqkbn1/p2pp2r/1pp3p1/5p1p/2B2Q1P/P1P1P3/1P1P1PPR/RNB1K1N1,c4g8,31,1,0,1085
1rbqkbB1/3pp2r/1pp3p1/p4p1p/5Q1P/P1P1P3/1P1P1PPR/RNB1K1N1,f4b8,30,1,0,1435
1Qbqk1B1/3pp2r/1pp3pb/p4p1p/7P/P1P1P3/1P1P1PPR/RNB1K1N1,b8e5,29,1,0,1510
3qk1B1/3pp2r/bpp3pb/p3Qp1p/7P/P1P1P3/1P1P1PPR/RNB1K1N1,g1f3,29,1,1,1560
q3k1B1/3pp2r/bpp3pb/p3Qp1p/7P/P1P1PN2/1P1P1PPR/RNB1K3,d2d4,29,1,1,1615
q2k2B1/3pp2r/bpp3pb/p3Qp1p/3P3P/P1P1PN2/1P3PPR/RNB1K3,b1d2,29,1,0,1660
q3k1B1/3pp2r/bpp3pb/p3Qp1p/3P3P/P1P1PN2/1P1N1PPR/R1B1K3,c3c4,29,1,1,1670
q2k2B1/3pp2r/bpp3pb/p3Qp1p/2PP3P/P3PN2/1P1N1PPR/R1B1K3,c4c5,29,1,0,1680
q3k1B1/3pp2r/bpp3pb/p1P1Qp1p/3P3P/P3PN2/1P1N1PPR/R1B1K3,c5b6,29,1,1,1775
q2k2B1/3pp2r/bPp3pb/p3Qp1p/3P3P/P3PN2/1P1N1PPR/R1B1K3,e5c7,28,1,0,1890
q3k1B1/2Qpp2r/bPp3pb/p4p1p/3P3P/P3PN2/1P1N1PPR/R1B1K3,c7e5,28,1,0,1775
q2k2B1/3pp2r/bPp3pb/p3Qp1p/3P3P/P3PN2/1P1N1PPR/R1B1K3,e5c7,28,1,0,1890
r1bqkbnr/pppppppp/n7/8/5P2/8/PPPPP1PP/RNBQKBNR,e2e3,32,1,0,5
r1bqkbnr/ppppp1pp/n4p2/8/5P2/4P3/PPPP2PP/RNBQKBNR,d1h5,32,1,0,325
r1bqkbnr/ppppp2p/n4pp1/7Q/5P2/4P3/PPPP2PP/RNB1KBNR,h5d5,32,1,1,275
r1bqkbnr/pp1pp2p/n1p2pp1/3Q4/5P2/4P3/PPPP2PP/RNB1KBNR,d5c4,32,1,0,300
r1bqkbnr/p2pp2p/npp2pp1/8/2Q2P2/4P3/PPPP2PP/RNB1KBNR,g1f3,32,1,0,365
rnbqkbnr/p2pp2p/1pp2pp1/8/2Q2P2/4PN2/PPPP2PP/RNB1KB1R,b1c3,32,1,0,270
rnbqkbnr/p2pp3/1pp2pp1/7p/2Q2P2/2N1PN2/PPPP2PP/R1B1KB1R,d2d4,32,1,0,315
rnbqkbn1/p2pp2r/1pp2pp1/7p/2QP1P2/2N1PN2/PPP3PP/R1B1KB1R,f1d3,32,1,0,340
rnbqkbn1/3pp2r/1pp2pp1/p6p/2QP1P2/2NBPN2/PPP3PP/R1B1K2R,d3g6,32,1,0,435
rnbqkbn1/3ppr2/1pp2pB1/p6p/2QP1P2/2N1PN2/PPP3PP/R1B1K2R,g6f7,31,1,0,9999
r1bqkbnr/p1ppp2p/n4ppQ/1B6/8/4P3/PPPP1PPP/RNB1K1NR,b5d7,31,1,1,220
r1bq1bnr/p1pBpk1p/n4ppQ/8/8/4P3/PPPP1PPP/RNB1K1NR,d7e8,30,0,0,230
r1bqBbnr/p1p1p2p/n3kppQ/8/8/4P3/PPPP1PPP/RNB1K1NR,h6h3,30,1,0,355
r1bqBbnr/p1p1p2p/n4pp1/4k3/8/4P2Q/PPPP1PPP/RNB1K1NR,g1f3,30,1,0,620
r1bqBbnr/p1p1p2p/n4pp1/8/4k3/4PN1Q/PPPP1PPP/RNB1K2R,b1c3,30,0,0,9999
rnbqkbnr/ppppp2p/5pp1/8/8/1P5N/P1PPPPPP/RNBQKB1R,c1b2,32,1,0,85
rnbqkbnr/pp1pp2p/2p2pp1/8/8/1P5N/PBPPPPPP/RN1QKB1R,e2e3,32,1,0,135
rnbqkbnr/p2pp2p/1pp2pp1/8/8/1P2P2N/PBPP1PPP/RN1QKB1R,f1c4,32,1,0,200
rnbqkbnr/p2pp3/1pp2pp1/7p/2B5/1P2P2N/PBPP1PPP/RN1QK2R,b1c3,32,1,0,255
rnbqkbn1/p2pp2r/1pp2pp1/7p/2B5/1PN1P2N/PBPP1PPP/R2QK2R,h3f4,32,1,0,305
rnbqkbn1/3pp2r/1pp2pp1/p6p/2B2N2/1PN1P3/PBPP1PPP/R2QK2R,d2d4,32,1,0,350
1nbqkbn1/r2pp2r/1pp2pp1/p6p/2BP1N2/1PN1P3/PBP2PPP/R2QK2R,e1g1,32,1,0,385
1nbqk1n1/r2pp2r/1pp2ppb/p6p/2BP1N2/1PN1P3/PBP2PPP/R2Q1RK1,f4d3,32,1,0,385
1n1qk1n1/r2pp2r/bpp2ppb/p6p/2BP4/1PNNP3/PBP2PPP/R2Q1RK1,e3e4,32,1,0,310
1nq1k1n1/r2pp2r/bpp2ppb/p6p/2BPP3/1PNN4/PBP2PPP/R2Q1RK1,d1f3,32,1,0,325
1nqk2n1/r2pp2r/bpp2ppb/p6p/2BPP3/1PNN1Q2/PBP2PPP/R4RK1,f1e1,32,1,0,330
1nq1k1n1/r2pp2r/bpp2ppb/p6p/2BPP3/1PNN1Q2/PBP2PPP/R3R1K1,a1d1,32,1,0,335
1nqk2n1/r2pp2r/bpp2ppb/p6p/2BPP3/1PNN1Q2/PBP2PPP/3RR1K1,e4e5,32,1,0,340
1nq1k1n1/r2pp2r/bpp2ppb/p3P2p/2BP4/1PNN1Q2/PBP2PPP/3RR1K1,e5f6,32,1,0,425
1nqk2n1/r2pp2r/bpp2Ppb/p6p/2BP4/1PNN1Q2/PBP2PPP/3RR1K1,f6f7,31,1,0,810
1nq3n1/r1kppP1r/bpp3pb/p6p/2BP4/1PNN1Q2/PBP2PPP/3RR1K1,f3g3,31,2,0,1445
1nqk2n1/r2ppP1r/bpp3pb/p6p/2BP4/1PNN2Q1/PBP2PPP/3RR1K1,f7g8q,31,1,0,1980
1nqk1bQ1/r2pp2r/bpp3p1/p6p/2BP4/1PNN2Q1/PBP2PPP/3RR1K1,g8f8,30,1,0,9999
rnb1kbnr/p2qpppp/2pp4/1p6/1P6/P1N2P2/2PPP1PP/R1BQKBNR,e2e4,32,1,0,130
rnb1kbnr/p2qp1pp/2pp1p2/1p6/1P2P3/P1N2P2/2PP2PP/R1BQKBNR,d2d4,32,1,0,210
rnb1kbnr/p2qp2p/2pp1pp1/1p6/1P1PP3/P1N2P2/2P3PP/R1BQKBNR,g1e2,32,1,0,260
rnb1kbnr/p3p2p/2pp1pp1/1p6/1P1PP3/P1N2P1q/2P1N1PP/R1BQKB1R,e2g3,32,0,0,295
rnb1kbnr/p3p3/2pp1pp1/1p5p/1P1PP3/P1N2PNq/2P3PP/R1BQKB1R,g3f5,32,0,0,740
rnb1kbn1/p3p2r/2pp1pp1/1p3N1p/1P1PP3/P1N2P1q/2P3PP/R1BQKB1R,c1f4,32,0,0,765
rnb1kbn1/4p2r/2pp1pp1/pp3N1p/1P1PPB2/P1N2P1q/2P3PP/R2QKB1R,d1d3,32,0,0,780
1nb1kbn1/r3p2r/2pp1pp1/pp3N1p/1P1PPB2/P1NQ1P1q/2P3PP/R3KB1R,c3b5,32,0,0,880
1nb1k1n1/r3p2r/2pp1ppb/pN3N1p/1P1PPB2/P2Q1P1q/2P3PP/R3KB1R,f4h6,31,0,0,1180
1nbk2n1/r3p2r/2pp1ppB/pN3N1p/1P1PP3/P2Q1P1q/2P3PP/R3KB1R,b5d6,30,0,0,1290
1nb3n1/r2kp2r/2pN1ppB/p4N1p/1P1PP3/P2Q1P1q/2P3PP/R3KB1R,b4a5,29,3,0,1395
1nb3n1/r3p2r/2pNkppB/P4N1p/3PP3/P2Q1P1q/2P3PP/R3KB1R,d3c4,28,1,0,1750
1nb3n1/r2kp2r/2pN1ppB/P4N1p/2QPP3/P4P1q/2P3PP/R3KB1R,c4g8,28,3,0,1660
1n4Q1/r2kp2r/b1pN1ppB/P4N1p/3PP3/P4P1q/2P3PP/R3KB1R,f1a6,27,2,0,1825
1n4Q1/r1k1p2r/B1pN1ppB/P4N1p/3PP3/P4P1q/2P3PP/R3K2R,g8c8,26,1,0,9999
rnbqkb1r/ppp1pp1p/7n/3p2p1/1PP5/6P1/P2PPP1P/RNBQKBNR,d1a4,32,1,0,85
rnbqkb1r/pp2pp1p/2p4n/3p2p1/QPP5/6P1/P2PPP1P/RNB1KBNR,c1b2,32,1,1,70
rnbqkb1r/pp2p2p/2p2p1n/3p2p1/QPP5/6P1/PB1PPP1P/RN2KBNR,b1a3,32,1,1,60
rnbqkb1r/p3p2p/1pp2p1n/3p2p1/QPP5/N5P1/PB1PPP1P/R3KBNR,g1f3,32,1,1,125
rnbqkbnr/p3p2p/1pp2p2/3p2p1/QPP5/N4NP1/PB1PPP1P/R3KB1R,d2d4,32,1,1,175
rnbqkbnr/p3p3/1pp2p2/3p2pp/QPPP4/N4NP1/PB2PP1P/R3KB1R,e2e3,32,1,1,200
rnbqkbn1/p3p2r/1pp2p2/3p2pp/QPPP4/N3PNP1/PB3P1P/R3KB1R,f1d3,32,1,1,295
rnbqkbn1/4p2r/1pp2p2/p2p2pp/QPPP4/N2BPNP1/PB3P1P/R3K2R,d3g6,32,1,1,640
rnbq1bn1/3kp2r/1pp2pB1/p2p2pp/QPPP4/N3PNP1/PB3P1P/R3K2R,g6f5,32,3,1,620
rnbq1bn1/4p2r/1ppk1p2/p2p1Bpp/QPPP4/N3PNP1/PB3P1P/R3K2R,c4c5,32,2,0,555
rnbq1bn1/2k1p2r/1pp2p2/p1Pp1Bpp/QP1P4/N3PNP1/PB3P1P/R3K2R,c5b6,32,1,0,655
rnbq1bn1/4p2r/1Ppk1p2/p2p1Bpp/QP1P4/N3PNP1/PB3P1P/R3K2R,b6b7,31,2,0,640
1nbq1bn1/rP2p2r/2pk1p2/p2p1Bpp/QP1P4/N3PNP1/PB3P1P/R3K2R,b7c8r,31,2,0,1380
1nRq2n1/r3p2r/2pk1p1b/p2p1Bpp/QP1P4/N3PNP1/PB3P1P/R3K2R,c8d8,30,2,0,2330
1n1R2n1/3rp2r/2pk1p1b/p2p1Bpp/QP1P4/N3PNP1/PB3P1P/R3K2R,d8d7,29,2,0,2325
6n1/3np2r/2pk1p1b/p2p1Bpp/QP1P4/N3PNP1/PB3P1P/R3K2R,b4a5,27,1,0,2265
1n4n1/4p2r/2pk1p1b/P2p1Bpp/Q2P4/N3PNP1/PB3P1P/R3K2R,a4b4,26,1,0,2455
1n4n1/4p2r/3k1p1b/P1pp1Bpp/1Q1P4/N3PNP1/PB3P1P/R3K2R,b4c5,26,1,1,9999
rnbqkbnr/p2pp1pp/2p2p2/1p4P1/7P/P7/1PPPPPB1/RNBQK1NR,g1f3,32,1,0,95
rnbqkbnr/p2pp2p/2p2pp1/1p4P1/7P/P4N2/1PPPPPB1/RNBQK2R,e1g1,32,1,0,140
rnbqkbnr/p2pp3/2p2pp1/1p4Pp/7P/P4N2/1PPPPPB1/RNBQ1RK1,d2d4,32,1,0,195
rnbqkbn1/p2pp2r/2p2pp1/1p4Pp/3P3P/P4N2/1PP1PPB1/RNBQ1RK1,e2e3,32,1,0,210
rnbqkbn1/3pp2r/2p2pp1/pp4Pp/3P3P/P3PN2/1PP2PB1/RNBQ1RK1,e3e4,32,1,0,245
1nbqkbn1/r2pp2r/2p2pp1/pp4Pp/3PP2P/P4N2/1PP2PB1/RNBQ1RK1,d1e2,32,1,0,255
1nbqk1n1/r2pp2r/2p2ppb/pp4Pp/3PP2P/P4N2/1PP1QPB1/RNB2RK1,c1f4,32,1,0,420
1nbq2n1/r2ppk1r/2p2ppb/pp4Pp/3PPB1P/P4N2/1PP1QPB1/RN3RK1,b1c3,32,1,0,470
1nbq2n1/r2pp2r/2p1kppb/pp4Pp/3PPB1P/P1N2N2/1PP1QPB1/R4RK1,g2h3,32,1,1,635
1nbq2n1/r2pp2r/2p1k1pb/pp3pPp/3PPB1P/P1N2N1B/1PP1QP2/R4RK1,e4f5,32,1,2,715
1nbq2n1/r2ppk1r/2p3pb/pp3PPp/3P1B1P/P1N2N1B/1PP1QP2/R4RK1,f5g6,31,1,0,720
1nbqk1n1/r2pp2r/2p3Pb/pp4Pp/3P1B1P/P1N2N1B/1PP1QP2/R4RK1,g5h6,30,1,1,1065
1n1qk1n1/r2pp2r/b1p3PP/pp5p/3P1B1P/P1N2N1B/1PP1QP2/R4RK1,e2e5,29,1,1,1180
1nq1k1n1/r2pp2r/b1p3PP/pp2Q2p/3P1B1P/P1N2N1B/1PP2P2/R4RK1,h3f5,29,1,1,1200
1nqk2n1/r2pp2r/b1p3PP/pp2QB1p/3P1B1P/P1N2N2/1PP2P2/R4RK1,g6g7,29,1,0,1240
1nq1k1n1/r2pp1Pr/b1p4P/pp2QB1p/3P1B1P/P1N2N2/1PP2P2/R4RK1,f5g6,29,1,1,1355
1nqk2n1/r2pp1Pr/b1p3BP/pp2Q2p/3P1B1P/P1N2N2/1PP2P2/R4RK1,e5h5,29,1,0,1340
1nqk2nr/r2pp1P1/b1p3BP/pp5Q/3P1B1P/P1N2N2/1PP2P2/R4RK1,g7h8r,28,1,0,2045
rnqk2nR/3pp3/b1p3BP/pp5Q/3P1B1P/P1N2N2/1PP2P2/R4RK1,h8g8,27,1,0,9999
rn1qkbnr/pp2pppp/2p1b3/1B1p4/7P/4P3/PPPP1PP1/RNBQK1NR,b5a4,32,1,1,30
rnbqkbnr/pp2pppp/2p5/3p4/B6P/4P3/PPPP1PP1/RNBQK1NR,d1f3,32,1,1,80
rnbqkbnr/pp2p1pp/2p2p2/3p4/B6P/4PQ2/PPPP1PP1/RNB1K1NR,b1c3,32,1,1,160
rnbqkbnr/pp2p2p/2p2pp1/3p4/B6P/2N1PQ2/PPPP1PP1/R1B1K1NR,g1e2,32,1,1,220
rnbqkbnr/p3p2p/1pp2pp1/3p4/B6P/2N1PQ2/PPPPNPP1/R1B1K2R,d2d4,32,1,1,275
rnbqkbnr/p3p3/1pp2pp1/3p3p/B2P3P/2N1PQ2/PPP1NPP1/R1B1K2R,e1g1,32,1,1,310
rnbqkbn1/p3p2r/1pp2pp1/3p3p/B2P3P/2N1PQ2/PPP1NPP1/R1B2RK1,e2f4,32,1,1,325
rnbqkbn1/4p2r/1pp2pp1/p2p3p/B2P1N1P/2N1PQ2/PPP2PP1/R1B2RK1,a4b3,32,1,1,350
1nbqkbn1/r3p2r/1pp2pp1/p2p3p/3P1N1P/1BN1PQ2/PPP2PP1/R1B2RK1,e3e4,32,1,0,375
1nbqk1n1/r3p2r/1pp2ppb/p2p3p/3PPN1P/1BN2Q2/PPP2PP1/R1B2RK1,f4h5,32,1,0,345
1nbq2n1/r3pk1r/1pp2ppb/p2p3N/3PP2P/1BN2Q2/PPP2PP1/R1B2RK1,e4d5,31,1,2,470
1nb2qn1/r3pk1r/1pp2ppb/p2P3N/3P3P/1BN2Q2/PPP2PP1/R1B2RK1,d5c6,30,2,2,860
1nb1kqn1/r3p2r/1pP2ppb/p6N/3P3P/1BN2Q2/PPP2PP1/R1B2RK1,c6c7,29,1,0,755
1nb2qn1/r1Pkp2r/1p3ppb/p6N/3P3P/1BN2Q2/PPP2PP1/R1B2RK1,c7b8n,29,2,0,1320
1Nb2qn1/r3p2r/1p1k1ppb/p6N/3P3P/1BN2Q2/PPP2PP1/R1B2RK1,f3c6,28,1,0,9999
rnbqkbnr/ppppp1p1/5p2/7p/2P5/5N2/PP1PPPPP/RNBQKB1R,e2e3,32,1,0,85
rnbqkbnr/pp1pp1p1/2p2p2/7p/2P5/4PN2/PP1P1PPP/RNBQKB1R,d1a4,32,1,0,185
rnbqkbnr/pp1pp3/2p2pp1/7p/Q1P5/4PN2/PP1P1PPP/RNB1KB1R,b1c3,32,1,0,250
rnbqkbnr/p2pp3/1pp2pp1/7p/Q1P5/2N1PN2/PP1P1PPP/R1B1KB1R,d2d4,32,1,0,305
rnbqkbn1/p2pp2r/1pp2pp1/7p/Q1PP4/2N1PN2/PP3PPP/R1B1KB1R,f1d3,32,1,0,330
rnbqkbn1/3pp2r/1pp2pp1/p6p/Q1PP4/2NBPN2/PP3PPP/R1B1K2R,d3g6,32,1,0,840
rnbqkbn1/3ppr2/1pp2pB1/p6p/Q1PP4/2N1PN2/PP3PPP/R1B1K2R,e1g1,31,1,0,830
1nbqkbn1/r2ppr2/1pp2pB1/p6p/Q1PP4/2N1PN2/PP3PPP/R1B2RK1,e3e4,31,1,0,855
1nbqk1n1/r2ppr2/1pp2pBb/p6p/Q1PPP3/2N2N2/PP3PPP/R1B2RK1,c4c5,31,1,0,585
1n1qk1n1/r2ppr2/bpp2pBb/p1P4p/Q2PP3/2N2N2/PP3PPP/R1B2RK1,f1e1,31,1,0,590
1nq1k1n1/r2ppr2/bpp2pBb/p1P4p/Q2PP3/2N2N2/PP3PPP/R1B1R1K1,c5b6,31,1,0,725
1nqk2n1/r2ppr2/bPp2pBb/p6p/Q2PP3/2N2N2/PP3PPP/R1B1R1K1,c1h6,30,1,0,1035
1nqk2n1/r2pp2r/bPp2pBB/p6p/Q2PP3/2N2N2/PP3PPP/R3R1K1,h6d2,29,1,0,1325
1nqk2n1/r2pp3/bPp2pBr/p6p/Q2PP3/2N2N2/PP1B1PPP/R3R1K1,g6f5,29,1,0,1330
