FEN,BestMove,PieceCount,ThreatCount,PawnStructure,Score
r1bqkbnr/p2pp3/Bpp3p1/4B2p/P2PP3/2N3PP/1PP2P2/R2QK1NR,a6c4,30,1,0,860
r1bqkbn1/p2pp2r/1pp3p1/4B2p/P1BPP3/2N3PP/1PP2P2/R2QK1NR,d1f3,30,1,0,695
r1bqkbn1/3pp2r/1pp3p1/p3B2p/P1BPP3/2N2QPP/1PP2P2/R3K1NR,c4f7,30,1,0,765
r1bqkbn1/3ppr2/1pp3p1/p3B2p/P2PP3/2N2QPP/1PP2P2/R3K1NR,f3e2,29,1,0,340
2bqkbn1/r2ppr2/1pp3p1/p3B2p/P2PP3/2N3PP/1PP1QP2/R3K1NR,e2c4,29,1,0,355
2bqkbn1/r2pp2r/1pp3p1/p3B2p/P1QPP3/2N3PP/1PP2P2/R3K1NR,g1f3,29,1,0,410
2bqk1n1/r2pp2r/1pp3pb/p3B2p/P1QPP3/2N2NPP/1PP2P2/R3K2R,c4g8,29,1,0,1090
2bqkbQ1/r2pp2r/1pp3p1/p3B2p/P2PP3/2N2NPP/1PP2P2/R3K2R,g8g6,28,1,0,1195
2bqkb2/r2ppr2/1pp3Q1/p3B2p/P2PP3/2N2NPP/1PP2P2/R3K2R,e1g1,27,1,0,1185
2bqk3/r2ppr2/1pp3Qb/p3B2p/P2PP3/2N2NPP/1PP2P2/R4RK1,g6g8,27,1,0,1215
2bqkrQ1/r2pp3/1pp4b/p3B2p/P2PP3/2N2NPP/1PP2P2/R4RK1,e5c7,27,2,0,700
3qkrQ1/r1Bpp3/bpp4b/p6p/P2PP3/2N2NPP/1PP2P2/R4RK1,g8f8,27,2,0,1190
3qkb2/r1Bpp3/bpp5/p6p/P2PP3/2N2NPP/1PP2P2/R4RK1,c3b5,25,1,0,470
q3kb2/r1Bpp3/bpp5/pN5p/P2PP3/5NPP/1PP2P2/R4RK1,c7e5,25,1,0,105
q3k3/r2pp3/bpp4b/pN2B2p/P2PP3/5NPP/1PP2P2/R4RK1,b5c7,25,1,0,495
q2k4/r1Npp3/bpp4b/p3B2p/P2PP3/5NPP/1PP2P2/R4RK1,f1e1,25,1,0,500
q2k1b2/r1Npp3/bpp5/p3B2p/P2PP3/5NPP/1PP2P2/R3R1K1,a1d1,25,1,0,505
q2k4/r1Npp3/bpp4b/p3B2p/P2PP3/5NPP/1PP2P2/3RR1K1,d4d5,25,1,0,510
q2k1b2/r1Npp3/bpp5/p2PB2p/P3P3/5NPP/1PP2P2/3RR1K1,d5c6,25,1,0,575
q2k4/r1Npp3/bpP4b/p3B2p/P3P3/5NPP/1PP2P2/3RR1K1,d1d7,24,1,1,1335
q1k5/r1NRp3/bpP4b/p3B2p/P3P3/5NPP/1PP2P2/4R1K1,d7d8,23,2,0,835
q2k4/r1N1p3/bpP4b/p3B2p/P3P3/5NPP/1PP2P2/4R1K1,e1d1,22,1,0,815
q1k5/r1N1p3/bpP4b/p3B2p/P3P3/5NPP/1PP2P2/3R2K1,d1d8,22,2,0,330
q2k4/r1N1p3/bpP4b/p3B2p/P3P3/5NPP/1PP2P2/6K1,f3d4,21,1,0,-325
q2k1b2/r1N1p3/bpP5/p3B2p/P2NP3/6PP/1PP2P2/6K1,d4e6,21,1,0,325
q1k2b2/r1N1p3/bpP1N3/p3B2p/P3P3/6PP/1PP2P2/6K1,e6f8,21,2,0,-85
q2k1N2/r1N1p3/bpP5/p3B2p/P3P3/6PP/1PP2P2/6K1,f8e6,20,1,0,645
q1k5/r1N1p3/bpP1N3/p3B2p/P3P3/6PP/1PP2P2/6K1,e6d4,20,2,0,-15
q2k4/r1N1p3/bpP5/p3B2p/P2NP3/6PP/1PP2P2/6K1,d4e6,20,1,0,645
q1k5/r1N1p3/bpP1N3/p3B2p/P3P3/6PP/1PP2P2/6K1,e6d4,20,2,0,-15
rnbqkbnr/ppppp1pp/5p2/8/8/2P5/PP1PPPPP/RNBQKBNR,d1b3,32,1,0,90
rnbqkbnr/pp1pp1pp/2p2p2/8/8/1QP5/PP1PPPPP/RNB1KBNR,g1f3,32,1,0,160
rnbqkbnr/pp1pp2p/2p2pp1/8/8/1QP2N2/PP1PPPPP/RNB1KB1R,e2e4,32,1,0,220
rnbqkbnr/p2pp2p/1pp2pp1/8/4P3/1QP2N2/PP1P1PPP/RNB1KB1R,d2d4,32,1,0,270
rnbqkbnr/p2pp3/1pp2pp1/7p/3PP3/1QP2N2/PP3PPP/RNB1KB1R,c1f4,32,1,0,435
rnbqkbn1/p2pp2r/1pp2pp1/7p/3PPB2/1QP2N2/PP3PPP/RN2KB1R,b1d2,32,1,0,485
rnbqkbn1/3pp2r/1pp2pp1/p6p/3PPB2/1QP2N2/PP1N1PPP/R3KB1R,f1c4,32,1,0,510
1nbqkbn1/r2pp2r/1pp2pp1/p6p/2BPPB2/1QP2N2/PP1N1PPP/R3K2R,e1g1,32,1,0,545
1nbqk1n1/r2pp2r/1pp2ppb/p6p/2BPPB2/1QP2N2/PP1N1PPP/R4RK1,c4g8,32,1,0,725
1n1qk1B1/r2pp2r/bpp2ppb/p6p/3PPB2/1QP2N2/PP1N1PPP/R4RK1,f4b8,31,1,0,840
1Bq1k1B1/r2pp2r/bpp2ppb/p6p/3PP3/1QP2N2/PP1N1PPP/R4RK1,g8f7,30,1,0,1020
1Bqk4/r2ppB1r/bpp2ppb/p6p/3PP3/1QP2N2/PP1N1PPP/R4RK1,b3b6,30,1,0,1455
1Bqk4/2rppB1r/bQp2ppb/p6p/3PP3/2P2N2/PP1N1PPP/R4RK1,b8c7,29,1,0,2015
3k4/2qppB1r/bQp2ppb/p6p/3PP3/2P2N2/PP1N1PPP/R4RK1,b6c7,27,1,0,1210
8/2kppB1r/b1p2ppb/p6p/3PP3/2P2N2/PP1N1PPP/R4RK1,f7c4,25,0,0,1115
8/3pp2r/b1pk1ppb/p6p/2BPP3/2P2N2/PP1N1PPP/R4RK1,e4e5,25,1,0,1295
8/2kpp2r/b1p2ppb/p3P2p/2BP4/2P2N2/PP1N1PPP/R4RK1,e5f6,25,0,0,1205
8/3pp2r/b1pk1Ppb/p6p/2BP4/2P2N2/PP1N1PPP/R4RK1,f6f7,24,1,0,1565
5b2/3ppP1r/b1pk2p1/p6p/2BP4/2P2N2/PP1N1PPP/R4RK1,d2e4,24,1,0,1560
5b2/2kppP1r/b1p3p1/p6p/2BPN3/2P2N2/PP3PPP/R4RK1,f3g5,24,0,0,1350
5b2/3ppP1r/bkp3p1/p5Np/2BPN3/2P5/PP3PPP/R4RK1,c4a6,24,0,0,1590
8/3ppP1r/Bkp3pb/p5Np/3PN3/2P5/PP3PPP/R4RK1,a6e2,23,0,0,1925
5b2/3ppP1r/1kp3p1/p5Np/3PN3/2P5/PP2BPPP/R4RK1,c3c4,23,0,0,1680
8/3ppP1r/1kp3pb/p5Np/2PPN3/8/PP2BPPP/R4RK1,c4c5,23,0,0,2305
8/2kppP1r/2p3pb/p1P3Np/3PN3/8/PP2BPPP/R4RK1,e2h5,23,0,0,2015
3k4/3ppP1r/2p3pb/p1P3NB/3PN3/8/PP3PPP/R4RK1,g5e6,22,0,0,2070
2k5/3ppP1r/2p1N1pb/p1P4B/3PN3/8/PP3PPP/R4RK1,e4d6,22,0,0,2055
1k6/3ppP1r/2pNN1pb/p1P4B/3P4/8/PP3PPP/R4RK1,h5f3,22,0,0,1945
k7/3ppP1r/2pNN1pb/p1P5/3P4/5B2/PP3PPP/R4RK1,e6c7,22,0,1,2395
8/k1NppP1r/2pN2pb/p1P5/3P4/5B2/PP3PPP/R4RK1,d6c8,22,0,0,2350
2N5/1kNppP1r/2p3pb/p1P5/3P4/5B2/PP3PPP/R4RK1,f3c6,22,0,1,2100
1kN5/2NppP1r/2B3pb/p1P5/3P4/8/PP3PPP/R4RK1,c7a6,21,0,0,2135
2k5/3ppP1r/N1B3pb/p1P5/3P4/8/PP3PPP/R4RK1,a6b8,20,0,0,1350
1N1k4/3ppP1r/2B3pb/p1P5/3P4/8/PP3PPP/R4RK1,c6d5,20,0,0,1520
1N6/2kppP1r/6pb/p1PB4/3P4/8/PP3PPP/R4RK1,b8a6,20,0,0,2140
3k4/3ppP1r/N5pb/p1PB4/3P4/8/PP3PPP/R4RK1,c5c6,20,0,0,1530
3k1b2/3ppP1r/N1P3p1/p2B4/3P4/8/PP3PPP/R4RK1,c6c7,20,0,0,1485
2k2b2/2PppP1r/N5p1/p2B4/3P4/8/PP3PPP/R4RK1,d5b7,20,0,0,1830
5b2/1kPppP1r/N5p1/p7/3P4/8/PP3PPP/R4RK1,b2b4,19,0,0,1195
5b2/2PppP1r/N1k3p1/p7/1P1P4/8/P4PPP/R4RK1,f1c1,19,1,0,1820
5b2/2PppP1r/N5p1/p2k4/1P1P4/8/P4PPP/R1R3K1,c1c5,19,0,0,1770
5b2/2PppP1r/N5p1/p1R5/1P1Pk3/8/P4PPP/R5K1,a1e1,19,0,0,1775
5b2/2PppP1r/N5p1/p1R5/1P1P4/3k4/P4PPP/4R1K1,e1d1,19,0,0,1895
5b2/2PppP1r/N5p1/p1R5/1P1Pk3/8/P4PPP/3R2K1,c5e5,19,0,0,1885
5b2/2PppP1r/N5p1/p3R3/1P1P1k2/8/P4PPP/3R2K1,g2g3,19,0,0,1870
5b2/2PppP1r/N5p1/p3R3/1P1P2k1/6P1/P4P1P/3R2K1,e5e4,19,0,0,1850
5b2/2PppP1r/N5p1/p7/1P1PR3/5kP1/P4P1P/3R2K1,e4f4,19,0,0,1880
5b2/2PppP1r/N5p1/p7/1P1P1R2/6P1/P3kP1P/3R2K1,d1f1,19,0,0,1720
8/2PppP1r/N5pb/p7/1P1P1R2/6P1/P3kP1P/5RK1,f4e4,19,0,0,1855
8/2PppP1r/N5pb/p7/1P1PR3/3k2P1/P4P1P/5RK1,e4e1,19,0,0,1725
5b2/2PppP1r/N5p1/p7/1P1P4/3k2P1/P4P1P/4RRK1,e1d1,19,0,0,1870
5b2/2PppP1r/N5p1/p7/1P1Pk3/6P1/P4P1P/3R1RK1,f2f3,19,0,0,1840
5b2/2PppP1r/N5p1/p7/1P1P4/4kPP1/P6P/3R1RK1,f1e1,19,0,0,1765
5b2/2PppP1r/N5p1/p7/1P1P4/5kP1/P6P/3RR1K1,e1f1,18,0,0,1760
5b2/2PppP1r/N5p1/p7/1P1Pk3/6P1/P6P/3R1RK1,a6c5,18,0,0,1805
5b2/2PppP1r/6p1/p1N5/1P1P4/4k1P1/P6P/3R1RK1,f1e1,18,0,0,1810
5b2/2PppP1r/6p1/p1N5/1P1P4/5kP1/P6P/3RR1K1,e1f1,18,0,0,1805
5b2/2PppP1r/6p1/p1N5/1P1P4/4k1P1/P6P/3R1RK1,f1e1,18,0,0,1810
5b2/2PppP1r/6p1/p1N5/1P1P4/5kP1/P6P/3RR1K1,e1f1,18,0,0,1805
rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R,e2e3,32,1,0,90
rnbqkbnr/pp1pp1pp/2p2p2/8/8/4PN2/PPPP1PPP/RNBQKB1R,e3e4,32,1,0,160
rnbqkbnr/pp1pp2p/2p2pp1/8/4P3/5N2/PPPP1PPP/RNBQKB1R,d2d3,32,1,0,195
rnbqkbnr/p2pp2p/1pp2pp1/8/4P3/3P1N2/PPP2PPP/RNBQKB1R,d3d4,32,1,0,230
rnbqkbnr/p2pp3/1pp2pp1/7p/3PP3/5N2/PPP2PPP/RNBQKB1R,f3h4,32,1,0,250
rnbqkbn1/p2pp2r/1pp2pp1/7p/3PP2N/8/PPP2PPP/RNBQKB1R,b1c3,32,1,0,305
rnbqkbn1/3pp2r/1pp2pp1/p6p/3PP2N/2N5/PPP2PPP/R1BQKB1R,f1c4,32,1,0,335
1nbqkbn1/r2pp2r/1pp2pp1/p6p/2BPP2N/2N5/PPP2PPP/R1BQK2R,c1f4,32,1,0,490
1nbqk1n1/r2pp2r/1pp2ppb/p6p/2BPPB1N/2N5/PPP2PPP/R2QK2R,c4g8,32,1,0,670
1n1qk1B1/r2pp2r/bpp2ppb/p6p/3PPB1N/2N5/PPP2PPP/R2QK2R,f4b8,31,1,0,970
1Bq1k1B1/r2pp2r/bpp2ppb/p6p/3PP2N/2N5/PPP2PPP/R2QK2R,h4g6,30,1,0,1095
1Bqk2B1/r2pp2r/bpp2pNb/p6p/3PP3/2N5/PPP2PPP/R2QK2R,d1h5,29,1,0,1195
1Bq1k1B1/r2pp2r/bpp2pNb/p6Q/3PP3/2N5/PPP2PPP/R3K2R,g6e5,28,1,0,1525
1Bqk2B1/r2pp2r/bpp2p1b/p3N2Q/3PP3/2N5/PPP2PPP/R3K2R,e5c6,28,1,0,1270
1Bqk2B1/r3p2r/bpp2p1b/p6Q/3PP3/2N5/PPP2PPP/R3K2R,b8g3,26,1,0,1110
q2k2B1/r3p2r/bpp2p1b/p6Q/3PP3/2N3B1/PPP2PPP/R3K2R,g8e6,26,1,0,1125
q2k1b2/r3p2r/bpp1Bp2/p6Q/3PP3/2N3B1/PPP2PPP/R3K2R,g3c7,26,1,0,975
q4b2/r1k1p2r/bpp1Bp2/p6Q/3PP3/2N5/PPP2PPP/R3K2R,c3b5,25,1,0,640
q2k1b2/r3p2r/bpp1Bp2/pN5Q/3PP3/8/PPP2PPP/R3K2R,h5g6,25,1,0,640
q2k4/r3p2r/bpp1BpQb/pN6/3PP3/8/PPP2PPP/R3K2R,b5a7,25,1,0,1135
q7/N1k1p2r/bpp1BpQb/p7/3PP3/8/PPP2PPP/R3K2R,a1d1,24,0,0,1140
q7/N3p2r/bppkBpQb/p7/3PP3/8/PPP2PPP/3RK2R,d4d5,24,1,1,1165
q7/N3p2r/bpp1BpQb/p2Pk3/4P3/8/PPP2PPP/3RK2R,a7c6,24,1,0,1595
q7/4p2r/bpN1BpQb/p2P4/4Pk2/8/PPP2PPP/3RK2R,g6f5,23,1,0,9999
rnbqkbnr/pp1pp2p/2p2p2/6p1/8/N7/PPPPPPPP/R1BQKBNR,g1h3,32,1,0,110
rnbqkbnr/p2pp2p/1pp2p2/6p1/8/N6N/PPPPPPPP/R1BQKB1R,e2e4,32,1,0,220
rnbqkbnr/p2pp3/1pp2p2/6pp/4P3/N6N/PPPP1PPP/R1BQKB1R,a3c4,32,1,0,270
rnbqkbn1/p2pp2r/1pp2p2/6pp/2N1P3/7N/PPPP1PPP/R1BQKB1R,d2d4,32,1,0,315
rnbqkbn1/3pp2r/1pp2p2/p5pp/2NPP3/7N/PPP2PPP/R1BQKB1R,f1d3,32,1,0,340
1nbqkbn1/r2pp2r/1pp2p2/p5pp/2NPP3/3B3N/PPP2PPP/R1BQK2R,e4e5,32,1,0,380
1nbqk1n1/r2pp2r/1pp2p1b/p3P1pp/2NP4/3B3N/PPP2PPP/R1BQK2R,d1h5,32,1,0,820
1nbqk1n1/r2ppr2/1pp2p1b/p3P1pQ/2NP4/3B3N/PPP2PPP/R1B1K2R,e5f6,31,1,0,770
1n1qk1n1/r2ppr2/bpp2P1b/p5pQ/2NP4/3B3N/PPP2PPP/R1B1K2R,c1g5,30,1,0,705
1nq1k1n1/r2ppr2/bpp2P1b/p5BQ/2NP4/3B3N/PPP2PPP/R3K2R,c4b6,29,1,0,1130
1nqk2n1/r2ppr2/bNp2P1b/p5BQ/3P4/3B3N/PPP2PPP/R3K2R,h5f7,28,1,0,1435
1nq3n1/r1kppQ2/bNp2P1b/p5B1/3P4/3B3N/PPP2PPP/R3K2R,f6e7,27,2,0,1695
1nq3n1/r2pPQ2/bNpk3b/p5B1/3P4/3B3N/PPP2PPP/R3K2R,f7f4,26,0,0,2135
1nq3n1/r2pP3/bNp1k2b/p5B1/3P1Q2/3B3N/PPP2PPP/R3K2R,f4f5,26,1,0,2135
1nq3n1/r2pP3/bNpk3b/p4QB1/3P4/3B3N/PPP2PPP/R3K2R,f5e5,26,0,0,9999
rnbqkbnr/p1pppp1p/1N6/1p4p1/8/8/PPPPPPPP/1RBQKBNR,b6d5,32,1,0,120
rnbqkbnr/p1ppp2p/5p2/1p1N2p1/8/8/PPPPPPPP/1RBQKBNR,g1h3,32,1,0,195
rnbqkbnr/p2pp2p/2p2p2/1p1N2p1/8/7N/PPPPPPPP/1RBQKB1R,d5e3,32,1,0,210
rnbqkbnr/p2pp3/2p2p2/1p4pp/8/4N2N/PPPPPPPP/1RBQKB1R,h1g1,32,1,0,215
rnbqkbn1/p2pp2r/2p2p2/1p4pp/8/4N2N/PPPPPPPP/1RBQKBR1,g1h1,32,1,0,220
rnbqkbn1/3pp2r/2p2p2/pp4pp/8/4N2N/PPPPPPPP/1RBQKB1R,d2d4,32,1,0,265
1nbqkbn1/r2pp2r/2p2p2/pp4pp/3P4/4N2N/PPP1PPPP/1RBQKB1R,d1d3,32,1,0,320
1nbqk1n1/r2pp2r/2p2p1b/pp4pp/3P4/3QN2N/PPP1PPPP/1RB1KB1R,d3g6,32,1,0,665
1nbqk1n1/r2ppr2/2p2pQb/pp4pp/3P4/4N2N/PPP1PPPP/1RB1KB1R,g6g8,32,1,0,955
1nbqkrQ1/r2pp3/2p2p1b/pp4pp/3P4/4N2N/PPP1PPPP/1RB1KB1R,g8b3,31,2,0,560
1nbqk2r/r2pp3/2p2p1b/pp4pp/3P4/1Q2N2N/PPP1PPPP/1RB1KB1R,e3f5,31,2,0,605
1nbqk3/r2pp2r/2p2p1b/pp3Npp/3P4/1Q5N/PPP1PPPP/1RB1KB1R,b3g8,31,1,0,955
1nbqkbQ1/r2pp2r/2p2p2/pp3Npp/3P4/7N/PPP1PPPP/1RB1KB1R,g8g6,31,1,0,965
1nbqkb2/r2ppr2/2p2pQ1/pp3Npp/3P4/7N/PPP1PPPP/1RB1KB1R,e2e4,31,1,0,965
1nbqk3/r2ppr2/2p2pQb/pp3Npp/3PP3/7N/PPP2PPP/1RB1KB1R,g6g8,31,1,0,995
1nbqkrQ1/r2pp3/2p2p1b/pp3Npp/3PP3/7N/PPP2PPP/1RB1KB1R,f5g7,31,2,0,645
1nbqkrQ1/r2pp1b1/2p2p2/pp4pp/3PP3/7N/PPP2PPP/1RB1KB1R,g8b3,30,2,0,255
1nbqkr1b/r2pp3/2p2p2/pp4pp/3PP3/1Q5N/PPP2PPP/1RB1KB1R,c1e3,30,2,0,300
1nbqk1rb/r2pp3/2p2p2/pp4pp/3PP3/1Q2B2N/PPP2PPP/1R2KB1R,b3g8,30,2,0,9999
rnbqkbnr/ppp1p1p1/5p1p/3p4/7P/7N/PPPPPPP1/RNBQKBR1,d2d3,32,1,0,30
rnbqkbnr/pp2p1p1/2p2p1p/3p4/7P/3P3N/PPP1PPP1/RNBQKBR1,c1f4,32,1,0,70
rnbqkbnr/pp2p3/2p2ppp/3p4/5B1P/3P3N/PPP1PPP1/RN1QKBR1,b1c3,32,1,0,135
rnbqkbnr/p3p3/1pp2ppp/3p4/5B1P/2NP3N/PPP1PPP1/R2QKBR1,g2g4,32,1,0,200
rnbqkbn1/p3p2r/1pp2ppp/3p4/5BPP/2NP3N/PPP1PP2/R2QKBR1,e2e4,32,1,0,245
rnbqkbn1/p3p2r/1pp2pp1/3p3p/4PBPP/2NP3N/PPP2P2/R2QKBR1,e4d5,32,1,0,350
rnbqkbn1/4p2r/1pp2pp1/p2P3p/5BPP/2NP3N/PPP2P2/R2QKBR1,g4h5,31,1,0,430
1nbqkbn1/r3p2r/1pp2pp1/p2P3P/5B1P/2NP3N/PPP2P2/R2QKBR1,h5g6,30,1,0,665
1nbqk1n1/r3p2r/1pp2pPb/p2P4/5B1P/2NP3N/PPP2P2/R2QKBR1,d5c6,29,1,0,770
1n1qk1n1/r3p2r/bpP2pPb/p7/5B1P/2NP3N/PPP2P2/R2QKBR1,c6c7,28,1,0,1000
1nq1k1n1/r1P1p2r/bp3pPb/p7/5B1P/2NP3N/PPP2P2/R2QKBR1,c7b8r,28,1,0,1625
1Rqk2n1/r3p2r/bp3pPb/p7/5B1P/2NP3N/PPP2P2/R2QKBR1,b8c8,27,1,1,2170
2R3n1/r2kp2r/bp3pPb/p7/5B1P/2NP3N/PPP2P2/R2QKBR1,d1g4,26,1,1,2665
2R3n1/r2kp2r/bp4Pb/p4p2/5BQP/2NP3N/PPP2P2/R3KBR1,g4f5,26,1,1,2760
2R3n1/r2k3r/bp2p1Pb/p4Q2/5B1P/2NP3N/PPP2P2/R3KBR1,c8d8,25,2,1,2260
3R2n1/r6r/bpk1p1Pb/p4Q2/5B1P/2NP3N/PPP2P2/R3KBR1,f1g2,25,0,0,9999
r1bqkbnr/pp1pp1pp/2p2p2/6N1/8/1P6/n1PPPPPP/RNBQKB1R,e2e4,31,1,0,-55
r1bqkbnr/pp1pp2p/2p2pp1/6N1/4P3/1P6/n1PP1PPP/RNBQKB1R,c1b2,31,1,0,100
r1bqkbnr/p2pp2p/1pp2pp1/6N1/4P3/1P6/nBPP1PPP/RN1QKB1R,f1c4,31,1,0,210
r1bqkbnr/p2pp3/1pp2pp1/6Np/2B1P3/1P6/nBPP1PPP/RN1QK2R,c4f7,31,1,0,9999
rnb1kbnr/ppqpp1pp/5p2/2p5/2PP4/1P2P3/P1Q2PPP/RNB1KBNR,d4d5,32,0,0,120
rnb1kbnr/ppqpp2p/5pp1/2pP4/2P5/1P2P3/P1Q2PPP/RNB1KBNR,c1d2,32,0,0,170
rnb1kbnr/p1qpp2p/1p3pp1/2pP4/2P5/1P2P3/P1QB1PPP/RN2KBNR,f1d3,32,0,0,195
rnbqkbnr/p2pp2p/1p3pp1/2pP4/2P5/1P1BP3/P1QB1PPP/RN2K1NR,c2b2,32,1,0,210
rnbqkbnr/p2pp3/1p3pp1/2pP3p/2P5/1P1BP3/PQ1B1PPP/RN2K1NR,d3g6,32,1,0,9999
rnbqkbnr/ppppp1pp/5p2/8/3P4/8/PPP1PPPP/RNBQKBNR,c1f4,32,1,0,130
rnbqkbnr/pp1pp1pp/2p2p2/8/3P1B2/8/PPP1PPPP/RN1QKBNR,g1f3,32,1,0,190
rnbqkbnr/pp1pp2p/2p2pp1/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R,e2e4,32,1,0,250
rnbqkbnr/p2pp2p/1pp2pp1/8/3PPB2/5N2/PPP2PPP/RN1QKB1R,f1c4,32,1,0,460
rnbqkbnr/p2pp3/1pp2pp1/7p/2BPPB2/5N2/PPP2PPP/RN1QK2R,b1c3,32,1,0,515
rnbqkbn1/p2pp2r/1pp2pp1/7p/2BPPB2/2N2N2/PPP2PPP/R2QK2R,e1g1,32,1,0,550
rnbqkbn1/3pp2r/1pp2pp1/p6p/2BPPB2/2N2N2/PPP2PPP/R2Q1RK1,d1d3,32,1,0,565
1nbqkbn1/r2pp2r/1pp2pp1/p6p/2BPPB2/2NQ1N2/PPP2PPP/R4RK1,f1e1,32,1,0,575
1nbqk1n1/r2pp2r/1pp2ppb/p6p/2BPPB2/2NQ1N2/PPP2PPP/R3R1K1,c4g8,32,1,0,755
1n1qk1B1/r2pp2r/bpp2ppb/p6p/3PPB2/2NQ1N2/PPP2PPP/R3R1K1,d3e3,31,1,0,755
1nq1k1B1/r2pp2r/bpp2ppb/p6p/3PPB2/2N1QN2/PPP2PPP/R3R1K1,f4h6,31,1,0,935
1nqk2B1/r2pp2r/bpp2ppB/p6p/3PP3/2N1QN2/PPP2PPP/R3R1K1,h6f4,30,1,0,1195
1nq1k1B1/r2pp2r/bpp2pp1/p6p/3PPB2/2N1QN2/PPP2PPP/R3R1K1,f4b8,30,1,0,1375
1Bqk2B1/r2pp2r/bpp2pp1/p6p/3PP3/2N1QN2/PPP2PPP/R3R1K1,e3f4,29,1,0,1655
1Bq1k1B1/r2pp2r/bpp2pp1/p6p/3PPQ2/2N2N2/PPP2PPP/R3R1K1,a1d1,29,1,0,1660
1Bqk2B1/r2pp2r/bpp2pp1/p6p/3PPQ2/2N2N2/PPP2PPP/3RR1K1,h2h3,29,1,0,1660
1Bq1k1B1/r2pp2r/bpp2pp1/p6p/3PPQ2/2N2N1P/PPP2PP1/3RR1K1,a2a3,29,1,0,1660
1Bqk2B1/r2pp2r/bpp2pp1/p6p/3PPQ2/P1N2N1P/1PP2PP1/3RR1K1,f4g3,29,1,0,1655
1Bq1k1B1/r2pp2r/bpp2pp1/p6p/3PP3/P1N2NQP/1PP2PP1/3RR1K1,g3g6,29,1,0,1780
1Bqk2B1/r2pp2r/bpp2pQ1/p6p/3PP3/P1N2N1P/1PP2PP1/3RR1K1,g6g3,28,1,0,1750
1Bq1k1B1/r2pp2r/bpp2p2/p6p/3PP3/P1N2NQP/1PP2PP1/3RR1K1,g3g6,28,1,0,1780
1Bqk2B1/r2pp2r/bpp2pQ1/p6p/3PP3/P1N2N1P/1PP2PP1/3RR1K1,g6g3,28,1,0,1750
rnbqkbnr/ppppp1pp/5p2/8/P7/8/1PPPPPPP/RNBQKBNR,e2e3,32,1,0,35
rnbqkbnr/pp1pp1pp/2p2p2/8/P7/4P3/1PPP1PPP/RNBQKBNR,d1h5,32,1,0,170
rnbqkbnr/pp1pp2p/2p2pp1/7Q/P7/4P3/1PPP1PPP/RNB1KBNR,h5c5,32,1,1,155
rnbqkbnr/p2pp2p/1pp2pp1/2Q5/P7/4P3/1PPP1PPP/RNB1KBNR,c5c4,32,1,0,175
rnbqkbnr/p2pp3/1pp2pp1/7p/P1Q5/4P3/1PPP1PPP/RNB1KBNR,g1f3,32,1,0,230
rnbqkbn1/p2pp2r/1pp2pp1/7p/P1Q5/4PN2/1PPP1PPP/RNB1KB1R,b1c3,32,1,0,285
rnbqkbn1/3pp2r/1pp2pp1/p6p/P1Q5/2N1PN2/1PPP1PPP/R1B1KB1R,d2d4,32,1,0,330
1nbqkbn1/r2pp2r/1pp2pp1/p6p/P1QP4/2N1PN2/1PP2PPP/R1B1KB1R,f1d3,32,1,0,355
1nbqk1n1/r2pp2r/1pp2ppb/p6p/P1QP4/2NBPN2/1PP2PPP/R1B1K2R,c4g8,32,1,0,1035
1nbqkbQ1/r2pp2r/1pp2pp1/p6p/P2P4/2NBPN2/1PP2PPP/R1B1K2R,g8g6,31,1,0,1140
1nbqkb2/r2ppr2/1pp2pQ1/p6p/P2P4/2NBPN2/1PP2PPP/R1B1K2R,e1g1,30,1,0,1130
1nbqk3/r2ppr2/1pp2pQb/p6p/P2P4/2NBPN2/1PP2PPP/R1B2RK1,g6g8,30,1,0,1160
1nbqkrQ1/r2pp3/1pp2p1b/p6p/P2P4/2NBPN2/1PP2PPP/R1B2RK1,d3g6,30,2,0,9999
rnbqkbnr/ppppp1pp/5p2/8/3P4/8/PPP1PPPP/RNBQKBNR,c1f4,32,1,0,130
rnbqkbnr/pp1pp1pp/2p2p2/8/3P1B2/8/PPP1PPPP/RN1QKBNR,g1f3,32,1,0,190
rnbqkbnr/pp1pp2p/2p2pp1/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R,e2e4,32,1,0,250
rnbqkbnr/p2pp2p/1pp2pp1/8/3PPB2/5N2/PPP2PPP/RN1QKB1R,f1c4,32,1,0,460
rnbqkbnr/p2pp3/1pp2pp1/7p/2BPPB2/5N2/PPP2PPP/RN1QK2R,b1c3,32,1,0,515
rnbqkbn1/p2pp2r/1pp2pp1/7p/2BPPB2/2N2N2/PPP2PPP/R2QK2R,e1g1,32,1,0,550
rnbqkbn1/3pp2r/1pp2pp1/p6p/2BPPB2/2N2N2/PPP2PPP/R2Q1RK1,d1d3,32,1,0,565
1nbqkbn1/r2pp2r/1pp2pp1/p6p/2BPPB2/2NQ1N2/PPP2PPP/R4RK1,f1e1,32,1,0,575
1nbqk1n1/r2pp2r/1pp2ppb/p6p/2BPPB2/2NQ1N2/PPP2PPP/R3R1K1,c4g8,32,1,0,755
